Source,Target,Type,Id,Label,Weight
1503703,1674019,Undirected,574,,1
1503703,1643992,Undirected,575,,1
1503703,4108326,Undirected,576,,1
1503703,3040324,Undirected,577,,1
1674019,1643992,Undirected,578,,1
1674019,4108326,Undirected,579,,1
1674019,3040324,Undirected,580,,1
1643992,4108326,Undirected,581,,1
1643992,3040324,Undirected,582,,1
4108326,3040324,Undirected,583,,1
2509260,1864941,Undirected,584,,1
7366141,1710706,Undirected,585,,1
1540153,5317756,Undirected,586,,1
1540153,1129744,Undirected,587,,1
1540153,4411008,Undirected,588,,1
5317756,1129744,Undirected,589,,1
5317756,4411008,Undirected,590,,1
1129744,4411008,Undirected,591,,1
4411008,6057472,Undirected,592,,1
4411008,2512658,Undirected,593,,1
344229,423495,Undirected,594,,1
344229,3488421,Undirected,595,,1
344229,1546243,Undirected,596,,1
344229,1758948,Undirected,597,,1
423495,3488421,Undirected,598,,1
423495,1546243,Undirected,599,,1
423495,1758948,Undirected,600,,1
3488421,1546243,Undirected,601,,1
3488421,1758948,Undirected,602,,1
1546243,1758948,Undirected,603,,1
2801177,6269734,Undirected,604,,1
2801177,1018573,Undirected,605,,1
2801177,3615917,Undirected,606,,1
6269734,1018573,Undirected,607,,1
6269734,3615917,Undirected,608,,1
1018573,3615917,Undirected,609,,1
1143918,178272,Undirected,610,,1
1143918,6257037,Undirected,611,,1
178272,6257037,Undirected,612,,1
335430,440611,Undirected,613,,1
335430,1300047,Undirected,614,,1
335430,1281017,Undirected,615,,1
335430,1083417,Undirected,616,,1
335430,1319122,Undirected,617,,1
335430,933919,Undirected,618,,1
335430,1445499,Undirected,619,,1
335430,7128876,Undirected,620,,1
6325948,5352720,Undirected,621,,1
6325948,898095,Undirected,622,,1
6325948,1331135,Undirected,623,,1
5352720,898095,Undirected,624,,1
5352720,1331135,Undirected,625,,1
898095,1331135,Undirected,626,,1
1453793,552317,Undirected,627,,1
1453793,2212052,Undirected,628,,1
1453793,227328,Undirected,629,,1
552317,2212052,Undirected,630,,1
552317,227328,Undirected,631,,1
2212052,227328,Undirected,632,,1
274316,1295802,Undirected,633,,1
274316,2187225,Undirected,634,,1
274316,545740,Undirected,635,,1
274316,1521653,Undirected,636,,1
1295802,2187225,Undirected,637,,1
